r1bqkb1r/pp2pppp/2n2n2/1Bpp4/8/1P2PN2/PBPP1PPP/RN1QK2R w KQkq - 0 0:d8b6,c8d7,e7e6,c8g4,g7g6
r1bqkb1r/pp2pppp/2n2n2/2pp4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq d3 0 0:c5d4
r1bqkb1r/pp2pppp/2n2n2/2pp4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 0 0:c8g4
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq d3 0 0:f1e2
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P2PN2/PBPPBPPP/RN1QK2R w KQkq - 0 0:c8f5
rnbqkb1r/1p2pppp/p4n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:d2d4
rnbqkb1r/1p2pppp/p4n2/2pp4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq d3 0 0:b8c6
rnbqkb1r/1p2pppp/p4n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq d3 0 0:c2c4
rnbqkb1r/1p2pppp/p4n2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQkq c3 0 0:b8c6
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq c3 0 0:g7g6
rnbqkb1r/pp2pp1p/5np1/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:c2c4,d2d4
rnbqkb1r/pp2pp1p/5np1/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQkq c3 0 0:f8g7
rnbqkb1r/pp2pp1p/5np1/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq c3 0 0:f1b5
rnbqkb1r/pp2pp1p/5np1/1Bpp4/8/1P2PN2/PBPP1PPP/RN1QK2R w KQkq - 0 0:c8d7
rnbqkb1r/pp2pp1p/5np1/2pp4/3P4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq d3 0 0:f8g7
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq d3 0 0:c8f5
rn1qkb1r/pp2pppp/5n2/2pp1b2/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:f1b5
rn1qkb1r/pp2pppp/5n2/1Bpp1b2/8/1P2PN2/PBPP1PPP/RN1QK2R w KQkq - 0 0:b8d7
rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQkq c3 0 0:f8e7,f8d6
rnbqkb1r/pp3ppp/4pn2/2pp4/8/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq c3 0 0:d2d4
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq d3 0 0:d2d3
rnbqkb1r/pp2pppp/5n2/2pp4/8/1P1P1N2/PBP1PPPP/RN1QKB1R w KQkq - 0 0:b8c6
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P1P1N2/PBP1PPPP/RN1QKB1R b KQkq - 0 0:g2g3
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P1P1NP1/PBP1PP1P/RN1QKB1R w KQkq - 0 0:d5d4
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R w KQkq c6 0 0:c8g4,a7a5
rn1qkb1r/ppp1pppp/5n2/3p4/6b1/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 0 0:e2e3,g2g3,b2f6,f3e5,d2d4
rn1qkb1r/ppp1pppp/5n2/3p4/6b1/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 0:e7e6,b8d7
rn1qkb1r/ppp2ppp/4pn2/3p4/6b1/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:h2h3
rn1qkb1r/ppp2ppp/4pn2/3p4/6b1/1P2PN1P/PBPP1PP1/RN1QKB1R w KQkq - 0 0:g4h5
r2qkb1r/pppnpppp/5n2/3p4/6b1/1P2PN2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:f1e2,c2c4
r2qkb1r/pppnpppp/5n2/3p4/6b1/1P2PN2/PBPPBPPP/RN1QK2R w KQkq - 0 0:g4f3,c7c6
r2qkb1r/pppnpppp/5n2/3p4/2P3b1/1P2PN2/PB1P1PPP/RN1QKB1R w KQkq c3 0 0:e7e6
rn1qkb1r/ppp1pppp/5n2/3p4/6b1/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq c3 0 0:g4f3
rn1qkb1r/ppp1pppp/5n2/3p4/8/1P2Pb2/PBPP1PPP/RN1QKB1R b KQkq - 0 0:d1f3
rn1qkb1r/ppp1pppp/5n2/3p4/8/1P2PQ2/PBPP1PPP/RN2KB1R w KQkq - 0 0:c7c6
rn1qkb1r/ppp1pppp/5n2/3p4/6b1/1P3NP1/PBPPPP1P/RN1QKB1R w KQkq - 0 0:b8d7,g4f3
r2qkb1r/pppnpppp/5n2/3p4/6b1/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:f1g2
r2qkb1r/pppnpppp/5n2/3p4/6b1/1P3NP1/PBPPPPBP/RN1QK2R w KQkq - 0 0:e7e6
rn1qkb1r/ppp1pppp/5n2/3p4/8/1P3bP1/PBPPPP1P/RN1QKB1R b KQkq - 0 0:e2f3
